name,type,value,date,fName,lName,birth,country
Rubin,10,2151.0,2004-02-02,Chanda,Rubin,19760218.0,USA
Henin,1,7328.0,2004-02-09,Justine,Henin,19820601.0,BEL
Clijsters,2,6603.0,2004-02-09,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3452.0,2004-02-09,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3050.0,2004-02-09,Lindsay,Davenport,19760608.0,USA
Capriati,5,2764.0,2004-02-09,Jennifer,Capriati,19760329.0,USA
Myskina,6,2649.0,2004-02-09,Anastasia,Myskina,19810708.0,RUS
S. Williams,7,2584.0,2004-02-09,Serena,Williams,19810926.0,USA
Sugiyama,8,2400.0,2004-02-09,Ai,Sugiyama,19750705.0,JPN
Rubin,9,2300.0,2004-02-09,Chanda,Rubin,19760218.0,USA
Dementieva,10,2257.0,2004-02-09,Elena,Dementieva,19811015.0,RUS
Henin,1,7324.0,2004-02-16,Justine,Henin,19820601.0,BEL
Clijsters,2,6616.0,2004-02-16,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3452.0,2004-02-16,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3050.0,2004-02-16,Lindsay,Davenport,19760608.0,USA
Capriati,5,2764.0,2004-02-16,Jennifer,Capriati,19760329.0,USA
S. Williams,6,2584.0,2004-02-16,Serena,Williams,19810926.0,USA
Myskina,7,2528.0,2004-02-16,Anastasia,Myskina,19810708.0,RUS
Sugiyama,8,2340.0,2004-02-16,Ai,Sugiyama,19750705.0,JPN
Rubin,9,2300.0,2004-02-16,Chanda,Rubin,19760218.0,USA
Dementieva,10,2270.0,2004-02-16,Elena,Dementieva,19811015.0,RUS
Henin,1,7000.0,2004-02-23,Justine,Henin,19820601.0,BEL
Clijsters,2,6699.0,2004-02-23,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3353.0,2004-02-23,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3050.0,2004-02-23,Lindsay,Davenport,19760608.0,USA
Capriati,5,2651.0,2004-02-23,Jennifer,Capriati,19760329.0,USA
S. Williams,6,2584.0,2004-02-23,Serena,Williams,19810926.0,USA
Myskina,7,2457.0,2004-02-23,Anastasia,Myskina,19810708.0,RUS
Sugiyama,8,2340.0,2004-02-23,Ai,Sugiyama,19750705.0,JPN
Rubin,9,2300.0,2004-02-23,Chanda,Rubin,19760218.0,USA
Dementieva,10,2270.0,2004-02-23,Elena,Dementieva,19811015.0,RUS
Henin,1,7250.0,2004-03-01,Justine,Henin,19820601.0,BEL
Clijsters,2,6699.0,2004-03-01,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3353.0,2004-03-01,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3049.0,2004-03-01,Lindsay,Davenport,19760608.0,USA
Capriati,5,2652.0,2004-03-01,Jennifer,Capriati,19760329.0,USA
S. Williams,6,2584.0,2004-03-01,Serena,Williams,19810926.0,USA
Myskina,7,2528.0,2004-03-01,Anastasia,Myskina,19810708.0,RUS
Dementieva,8,2270.0,2004-03-01,Elena,Dementieva,19811015.0,RUS
Rubin,9,2269.0,2004-03-01,Chanda,Rubin,19760218.0,USA
Sugiyama,10,2103.0,2004-03-01,Ai,Sugiyama,19750705.0,JPN
Henin,1,7262.0,2004-03-08,Justine,Henin,19820601.0,BEL
Clijsters,2,6699.0,2004-03-08,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3353.0,2004-03-08,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3049.0,2004-03-08,Lindsay,Davenport,19760608.0,USA
Myskina,5,2779.0,2004-03-08,Anastasia,Myskina,19810708.0,RUS
Capriati,6,2776.0,2004-03-08,Jennifer,Capriati,19760329.0,USA
S. Williams,7,2584.0,2004-03-08,Serena,Williams,19810926.0,USA
Dementieva,8,2270.0,2004-03-08,Elena,Dementieva,19811015.0,RUS
Rubin,9,2269.0,2004-03-08,Chanda,Rubin,19760218.0,USA
Sugiyama,10,2103.0,2004-03-08,Ai,Sugiyama,19750705.0,JPN
Henin,1,7262.0,2004-03-15,Justine,Henin,19820601.0,BEL
Clijsters,2,6699.0,2004-03-15,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3353.0,2004-03-15,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3049.0,2004-03-15,Lindsay,Davenport,19760608.0,USA
Myskina,5,2779.0,2004-03-15,Anastasia,Myskina,19810708.0,RUS
Capriati,6,2776.0,2004-03-15,Jennifer,Capriati,19760329.0,USA
S. Williams,7,2584.0,2004-03-15,Serena,Williams,19810926.0,USA
Dementieva,8,2270.0,2004-03-15,Elena,Dementieva,19811015.0,RUS
Rubin,9,2269.0,2004-03-15,Chanda,Rubin,19760218.0,USA
Sugiyama,10,2103.0,2004-03-15,Ai,Sugiyama,19750705.0,JPN
Henin,1,7626.0,2004-03-22,Justine,Henin,19820601.0,BEL
Clijsters,2,6389.0,2004-03-22,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3237.0,2004-03-22,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3000.0,2004-03-22,Lindsay,Davenport,19760608.0,USA
Myskina,5,2950.0,2004-03-22,Anastasia,Myskina,19810708.0,RUS
S. Williams,6,2584.0,2004-03-22,Serena,Williams,19810926.0,USA
Capriati,7,2583.0,2004-03-22,Jennifer,Capriati,19760329.0,USA
Dementieva,8,2251.0,2004-03-22,Elena,Dementieva,19811015.0,RUS
Rubin,9,2158.0,2004-03-22,Chanda,Rubin,19760218.0,USA
Sugiyama,10,2057.0,2004-03-22,Ai,Sugiyama,19750705.0,JPN
Henin,1,7626.0,2004-03-29,Justine,Henin,19820601.0,BEL
Clijsters,2,6389.0,2004-03-29,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3237.0,2004-03-29,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3000.0,2004-03-29,Lindsay,Davenport,19760608.0,USA
Myskina,5,2950.0,2004-03-29,Anastasia,Myskina,19810708.0,RUS
S. Williams,6,2584.0,2004-03-29,Serena,Williams,19810926.0,USA
Capriati,7,2583.0,2004-03-29,Jennifer,Capriati,19760329.0,USA
Dementieva,8,2251.0,2004-03-29,Elena,Dementieva,19811015.0,RUS
Rubin,9,2158.0,2004-03-29,Chanda,Rubin,19760218.0,USA
Sugiyama,10,2057.0,2004-03-29,Ai,Sugiyama,19750705.0,JPN
Henin,1,7626.0,2004-04-05,Justine,Henin,19820601.0,BEL
Clijsters,2,6280.0,2004-04-05,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3173.0,2004-04-05,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,2943.0,2004-04-05,Lindsay,Davenport,19760608.0,USA
Myskina,5,2828.0,2004-04-05,Anastasia,Myskina,19810708.0,RUS
Dementieva,6,2589.0,2004-04-05,Elena,Dementieva,19811015.0,RUS
S. Williams,7,2519.0,2004-04-05,Serena,Williams,19810926.0,USA
Capriati,8,2300.0,2004-04-05,Jennifer,Capriati,19760329.0,USA
Petrova,9,2142.0,2004-04-05,Nadia,Petrova,19820608.0,RUS
Sugiyama,10,2053.0,2004-04-05,Ai,Sugiyama,19750705.0,JPN
Henin,1,7367.0,2004-04-12,Justine,Henin,19820601.0,BEL
Clijsters,2,6280.0,2004-04-12,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3457.0,2004-04-12,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3132.0,2004-04-12,Lindsay,Davenport,19760608.0,USA
Myskina,5,2828.0,2004-04-12,Anastasia,Myskina,19810708.0,RUS
Dementieva,6,2528.0,2004-04-12,Elena,Dementieva,19811015.0,RUS
Petrova,7,2317.0,2004-04-12,Nadia,Petrova,19820608.0,RUS
Capriati,8,2300.0,2004-04-12,Jennifer,Capriati,19760329.0,USA
S. Williams,9,2293.0,2004-04-12,Serena,Williams,19810926.0,USA
Sugiyama,10,2053.0,2004-04-12,Ai,Sugiyama,19750705.0,JPN
Henin,1,7353.0,2004-04-19,Justine,Henin,19820601.0,BEL
Clijsters,2,6280.0,2004-04-19,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3457.0,2004-04-19,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,2996.0,2004-04-19,Lindsay,Davenport,19760608.0,USA
Myskina,5,2828.0,2004-04-19,Anastasia,Myskina,19810708.0,RUS
Petrova,6,2398.0,2004-04-19,Nadia,Petrova,19820608.0,RUS
S. Williams,7,2337.0,2004-04-19,Serena,Williams,19810926.0,USA
Capriati,8,2216.0,2004-04-19,Jennifer,Capriati,19760329.0,USA
Dementieva,9,2192.0,2004-04-19,Elena,Dementieva,19811015.0,RUS
Sugiyama,10,2053.0,2004-04-19,Ai,Sugiyama,19750705.0,JPN
Henin,1,7353.0,2004-04-26,Justine,Henin,19820601.0,BEL
Henin,1,7353.0,2004-04-26,Justine,Henin,19820601.0,BEL
Clijsters,2,6280.0,2004-04-26,Kim,Clijsters,19830608.0,BEL
Clijsters,2,6280.0,2004-04-26,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3457.0,2004-04-26,Amelie,Mauresmo,19790705.0,FRA
Mauresmo,3,3457.0,2004-04-26,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,2996.0,2004-04-26,Lindsay,Davenport,19760608.0,USA
Davenport,4,2996.0,2004-04-26,Lindsay,Davenport,19760608.0,USA
Myskina,5,2828.0,2004-04-26,Anastasia,Myskina,19810708.0,RUS
Myskina,5,2828.0,2004-04-26,Anastasia,Myskina,19810708.0,RUS
Petrova,6,2398.0,2004-04-26,Nadia,Petrova,19820608.0,RUS
Petrova,6,2398.0,2004-04-26,Nadia,Petrova,19820608.0,RUS
S. Williams,7,2337.0,2004-04-26,Serena,Williams,19810926.0,USA
S. Williams,7,2337.0,2004-04-26,Serena,Williams,19810926.0,USA
Capriati,8,2216.0,2004-04-26,Jennifer,Capriati,19760329.0,USA
Capriati,8,2216.0,2004-04-26,Jennifer,Capriati,19760329.0,USA
Dementieva,9,2192.0,2004-04-26,Elena,Dementieva,19811015.0,RUS
Dementieva,9,2192.0,2004-04-26,Elena,Dementieva,19811015.0,RUS
Sugiyama,10,2053.0,2004-04-26,Ai,Sugiyama,19750705.0,JPN
Sugiyama,10,2053.0,2004-04-26,Ai,Sugiyama,19750705.0,JPN
Henin,1,7353.0,2004-05-03,Justine,Henin,19820601.0,BEL
Henin,1,7353.0,2004-05-03,Justine,Henin,19820601.0,BEL
Clijsters,2,6280.0,2004-05-03,Kim,Clijsters,19830608.0,BEL
Clijsters,2,6280.0,2004-05-03,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3167.0,2004-05-03,Amelie,Mauresmo,19790705.0,FRA
Mauresmo,3,3167.0,2004-05-03,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,2996.0,2004-05-03,Lindsay,Davenport,19760608.0,USA
Davenport,4,2996.0,2004-05-03,Lindsay,Davenport,19760608.0,USA
Myskina,5,2828.0,2004-05-03,Anastasia,Myskina,19810708.0,RUS
Myskina,5,2828.0,2004-05-03,Anastasia,Myskina,19810708.0,RUS
Petrova,6,2398.0,2004-05-03,Nadia,Petrova,19820608.0,RUS
Petrova,6,2398.0,2004-05-03,Nadia,Petrova,19820608.0,RUS
S. Williams,7,2337.0,2004-05-03,Serena,Williams,19810926.0,USA
S. Williams,7,2337.0,2004-05-03,Serena,Williams,19810926.0,USA
Capriati,8,2216.0,2004-05-03,Jennifer,Capriati,19760329.0,USA
Capriati,8,2216.0,2004-05-03,Jennifer,Capriati,19760329.0,USA
Dementieva,9,2192.0,2004-05-03,Elena,Dementieva,19811015.0,RUS
Dementieva,9,2192.0,2004-05-03,Elena,Dementieva,19811015.0,RUS
Sugiyama,10,2053.0,2004-05-03,Ai,Sugiyama,19750705.0,JPN
Sugiyama,10,2053.0,2004-05-03,Ai,Sugiyama,19750705.0,JPN
Henin,1,6913.0,2004-05-17,Justine,Henin,19820601.0,BEL
Henin,1,6913.0,2004-05-17,Justine,Henin,19820601.0,BEL
Clijsters,2,5686.0,2004-05-17,Kim,Clijsters,19830608.0,BEL
Clijsters,2,5686.0,2004-05-17,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3484.0,2004-05-17,Amelie,Mauresmo,19790705.0,FRA
Mauresmo,3,3484.0,2004-05-17,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,2996.0,2004-05-17,Lindsay,Davenport,19760608.0,USA
Davenport,4,2996.0,2004-05-17,Lindsay,Davenport,19760608.0,USA
Myskina,5,2824.0,2004-05-17,Anastasia,Myskina,19810708.0,RUS
Myskina,5,2824.0,2004-05-17,Anastasia,Myskina,19810708.0,RUS
Capriati,6,2519.0,2004-05-17,Jennifer,Capriati,19760329.0,USA
Capriati,6,2519.0,2004-05-17,Jennifer,Capriati,19760329.0,USA
S. Williams,7,2351.0,2004-05-17,Serena,Williams,19810926.0,USA
S. Williams,7,2351.0,2004-05-17,Serena,Williams,19810926.0,USA
Petrova,8,2348.0,2004-05-17,Nadia,Petrova,19820608.0,RUS
Petrova,8,2348.0,2004-05-17,Nadia,Petrova,19820608.0,RUS
V. Williams,9,2268.0,2004-05-17,Venus,Williams,19800617.0,USA
V. Williams,9,2268.0,2004-05-17,Venus,Williams,19800617.0,USA
Dementieva,10,2236.0,2004-05-17,Elena,Dementieva,19811015.0,RUS
Dementieva,10,2236.0,2004-05-17,Elena,Dementieva,19811015.0,RUS
Henin,1,6913.0,2004-05-24,Justine,Henin,19820601.0,BEL
Henin,1,6913.0,2004-05-24,Justine,Henin,19820601.0,BEL
Clijsters,2,5686.0,2004-05-24,Kim,Clijsters,19830608.0,BEL
Clijsters,2,5686.0,2004-05-24,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3484.0,2004-05-24,Amelie,Mauresmo,19790705.0,FRA
Mauresmo,3,3484.0,2004-05-24,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3132.0,2004-05-24,Lindsay,Davenport,19760608.0,USA
Davenport,4,3132.0,2004-05-24,Lindsay,Davenport,19760608.0,USA
Myskina,5,2824.0,2004-05-24,Anastasia,Myskina,19810708.0,RUS
Myskina,5,2824.0,2004-05-24,Anastasia,Myskina,19810708.0,RUS
Capriati,6,2519.0,2004-05-24,Jennifer,Capriati,19760329.0,USA
Capriati,6,2519.0,2004-05-24,Jennifer,Capriati,19760329.0,USA
S. Williams,7,2351.0,2004-05-24,Serena,Williams,19810926.0,USA
S. Williams,7,2351.0,2004-05-24,Serena,Williams,19810926.0,USA
Petrova,8,2348.0,2004-05-24,Nadia,Petrova,19820608.0,RUS
Petrova,8,2348.0,2004-05-24,Nadia,Petrova,19820608.0,RUS
V. Williams,9,2268.0,2004-05-24,Venus,Williams,19800617.0,USA
V. Williams,9,2268.0,2004-05-24,Venus,Williams,19800617.0,USA
Dementieva,10,2236.0,2004-05-24,Elena,Dementieva,19811015.0,RUS
Dementieva,10,2236.0,2004-05-24,Elena,Dementieva,19811015.0,RUS
Henin,1,6913.0,2004-05-31,Justine,Henin,19820601.0,BEL
Clijsters,2,5686.0,2004-05-31,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,3484.0,2004-05-31,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3132.0,2004-05-31,Lindsay,Davenport,19760608.0,USA
Myskina,5,2824.0,2004-05-31,Anastasia,Myskina,19810708.0,RUS
Capriati,6,2519.0,2004-05-31,Jennifer,Capriati,19760329.0,USA
S. Williams,7,2351.0,2004-05-31,Serena,Williams,19810926.0,USA
Petrova,8,2348.0,2004-05-31,Nadia,Petrova,19820608.0,RUS
V. Williams,9,2268.0,2004-05-31,Venus,Williams,19800617.0,USA
Dementieva,10,2236.0,2004-05-31,Elena,Dementieva,19811015.0,RUS
Henin,1,5791.0,2004-06-07,Justine,Henin,19820601.0,BEL
Clijsters,2,5069.0,2004-06-07,Kim,Clijsters,19830608.0,BEL
Myskina,3,3816.0,2004-06-07,Anastasia,Myskina,19810708.0,RUS
Mauresmo,4,3502.0,2004-06-07,Amelie,Mauresmo,19790705.0,FRA
Davenport,5,3080.0,2004-06-07,Lindsay,Davenport,19760608.0,USA
Dementieva,6,3038.0,2004-06-07,Elena,Dementieva,19811015.0,RUS
Capriati,7,2887.0,2004-06-07,Jennifer,Capriati,19760329.0,USA
V. Williams,8,2406.0,2004-06-07,Venus,Williams,19800617.0,USA
Suarez,9,2081.0,2004-06-07,Paola,Suarez,19760623.0,ARG
Kuznetsova,10,2069.0,2004-06-07,Svetlana,Kuznetsova,19850627.0,RUS
Henin,1,5791.0,2004-06-14,Justine,Henin,19820601.0,BEL
Clijsters,2,5069.0,2004-06-14,Kim,Clijsters,19830608.0,BEL
Myskina,3,3816.0,2004-06-14,Anastasia,Myskina,19810708.0,RUS
Mauresmo,4,3502.0,2004-06-14,Amelie,Mauresmo,19790705.0,FRA
Davenport,5,3080.0,2004-06-14,Lindsay,Davenport,19760608.0,USA
Dementieva,6,3038.0,2004-06-14,Elena,Dementieva,19811015.0,RUS
Capriati,7,2887.0,2004-06-14,Jennifer,Capriati,19760329.0,USA
V. Williams,8,2406.0,2004-06-14,Venus,Williams,19800617.0,USA
Kuznetsova,9,2069.0,2004-06-14,Svetlana,Kuznetsova,19850627.0,RUS
S. Williams,10,2055.0,2004-06-14,Serena,Williams,19810926.0,USA
Henin,1,5677.0,2004-06-21,Justine,Henin,19820601.0,BEL
Clijsters,2,4861.0,2004-06-21,Kim,Clijsters,19830608.0,BEL
Myskina,3,3816.0,2004-06-21,Anastasia,Myskina,19810708.0,RUS
Mauresmo,4,3591.0,2004-06-21,Amelie,Mauresmo,19790705.0,FRA
Davenport,5,3079.0,2004-06-21,Lindsay,Davenport,19760608.0,USA
Dementieva,6,2992.0,2004-06-21,Elena,Dementieva,19811015.0,RUS
Capriati,7,2766.0,2004-06-21,Jennifer,Capriati,19760329.0,USA
V. Williams,8,2406.0,2004-06-21,Venus,Williams,19800617.0,USA
Kuznetsova,9,2307.0,2004-06-21,Svetlana,Kuznetsova,19850627.0,RUS
S. Williams,10,2055.0,2004-06-21,Serena,Williams,19810926.0,USA
Henin,1,5677.0,2004-06-28,Justine,Henin,19820601.0,BEL
Clijsters,2,4861.0,2004-06-28,Kim,Clijsters,19830608.0,BEL
Myskina,3,3816.0,2004-06-28,Anastasia,Myskina,19810708.0,RUS
Mauresmo,4,3591.0,2004-06-28,Amelie,Mauresmo,19790705.0,FRA
Davenport,5,3079.0,2004-06-28,Lindsay,Davenport,19760608.0,USA
Dementieva,6,2992.0,2004-06-28,Elena,Dementieva,19811015.0,RUS
Capriati,7,2766.0,2004-06-28,Jennifer,Capriati,19760329.0,USA
V. Williams,8,2406.0,2004-06-28,Venus,Williams,19800617.0,USA
Kuznetsova,9,2307.0,2004-06-28,Svetlana,Kuznetsova,19850627.0,RUS
S. Williams,10,2055.0,2004-06-28,Serena,Williams,19810926.0,USA
Henin,1,5307.0,2004-07-05,Justine,Henin,19820601.0,BEL
Clijsters,2,4421.0,2004-07-05,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,4031.0,2004-07-05,Amelie,Mauresmo,19790705.0,FRA
Myskina,4,3720.0,2004-07-05,Anastasia,Myskina,19810708.0,RUS
Davenport,5,3297.0,2004-07-05,Lindsay,Davenport,19760608.0,USA
Dementieva,6,2884.0,2004-07-05,Elena,Dementieva,19811015.0,RUS
Capriati,7,2758.0,2004-07-05,Jennifer,Capriati,19760329.0,USA
Sharapova,8,2386.0,2004-07-05,Maria,Sharapova,19870419.0,RUS
Kuznetsova,9,2113.0,2004-07-05,Svetlana,Kuznetsova,19850627.0,RUS
Sugiyama,10,1925.0,2004-07-05,Ai,Sugiyama,19750705.0,JPN
Henin,1,5307.0,2004-07-12,Justine,Henin,19820601.0,BEL
Clijsters,2,4421.0,2004-07-12,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,4031.0,2004-07-12,Amelie,Mauresmo,19790705.0,FRA
Myskina,4,3720.0,2004-07-12,Anastasia,Myskina,19810708.0,RUS
Davenport,5,3297.0,2004-07-12,Lindsay,Davenport,19760608.0,USA
Dementieva,6,2884.0,2004-07-12,Elena,Dementieva,19811015.0,RUS
Capriati,7,2758.0,2004-07-12,Jennifer,Capriati,19760329.0,USA
Sharapova,8,2386.0,2004-07-12,Maria,Sharapova,19870419.0,RUS
Kuznetsova,9,2113.0,2004-07-12,Svetlana,Kuznetsova,19850627.0,RUS
Sugiyama,10,1925.0,2004-07-12,Ai,Sugiyama,19750705.0,JPN
Henin,1,5307.0,2004-07-19,Justine,Henin,19820601.0,BEL
Clijsters,2,4421.0,2004-07-19,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,4031.0,2004-07-19,Amelie,Mauresmo,19790705.0,FRA
Myskina,4,3720.0,2004-07-19,Anastasia,Myskina,19810708.0,RUS
Davenport,5,3548.0,2004-07-19,Lindsay,Davenport,19760608.0,USA
Dementieva,6,2884.0,2004-07-19,Elena,Dementieva,19811015.0,RUS
Capriati,7,2758.0,2004-07-19,Jennifer,Capriati,19760329.0,USA
Sharapova,8,2386.0,2004-07-19,Maria,Sharapova,19870419.0,RUS
Kuznetsova,9,2113.0,2004-07-19,Svetlana,Kuznetsova,19850627.0,RUS
Sugiyama,10,1925.0,2004-07-19,Ai,Sugiyama,19750705.0,JPN
Henin,1,5307.0,2004-07-26,Justine,Henin,19820601.0,BEL
Clijsters,2,4157.0,2004-07-26,Kim,Clijsters,19830608.0,BEL
Mauresmo,3,4031.0,2004-07-26,Amelie,Mauresmo,19790705.0,FRA
Davenport,4,3975.0,2004-07-26,Lindsay,Davenport,19760608.0,USA
Myskina,5,3720.0,2004-07-26,Anastasia,Myskina,19810708.0,RUS
Dementieva,6,3038.0,2004-07-26,Elena,Dementieva,19811015.0,RUS
Capriati,7,2596.0,2004-07-26,Jennifer,Capriati,19760329.0,USA
Sharapova,8,2386.0,2004-07-26,Maria,Sharapova,19870419.0,RUS
Kuznetsova,9,2180.0,2004-07-26,Svetlana,Kuznetsova,19850627.0,RUS
V. Williams,10,1952.0,2004-07-26,Venus,Williams,19800617.0,USA
Henin,1,4916.0,2004-08-02,Justine,Henin,19820601.0,BEL
Davenport,2,4274.0,2004-08-02,Lindsay,Davenport,19760608.0,USA
Mauresmo,3,4031.0,2004-08-02,Amelie,Mauresmo,19790705.0,FRA
Myskina,4,3996.0,2004-08-02,Anastasia,Myskina,19810708.0,RUS
Clijsters,5,3920.0,2004-08-02,Kim,Clijsters,19830608.0,BEL
Dementieva,6,3177.0,2004-08-02,Elena,Dementieva,19811015.0,RUS
Capriati,7,2595.0,2004-08-02,Jennifer,Capriati,19760329.0,USA
Sharapova,8,2470.0,2004-08-02,Maria,Sharapova,19870419.0,RUS
Kuznetsova,9,2105.0,2004-08-02,Svetlana,Kuznetsova,19850627.0,RUS
S. Williams,10,1995.0,2004-08-02,Serena,Williams,19810926.0,USA
Henin,1,4916.0,2004-08-09,Justine,Henin,19820601.0,BEL
Mauresmo,2,4431.0,2004-08-09,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4141.0,2004-08-09,Anastasia,Myskina,19810708.0,RUS
Davenport,4,4044.0,2004-08-09,Lindsay,Davenport,19760608.0,USA
Clijsters,5,3622.0,2004-08-09,Kim,Clijsters,19830608.0,BEL
Dementieva,6,3177.0,2004-08-09,Elena,Dementieva,19811015.0,RUS
Capriati,7,2689.0,2004-08-09,Jennifer,Capriati,19760329.0,USA
Sharapova,8,2462.0,2004-08-09,Maria,Sharapova,19870419.0,RUS
Zvonareva,9,2082.0,2004-08-09,Vera,Zvonareva,19840907.0,RUS
Kuznetsova,10,2003.0,2004-08-09,Svetlana,Kuznetsova,19850627.0,RUS
Henin,1,4515.0,2004-08-16,Justine,Henin,19820601.0,BEL
Mauresmo,2,4332.0,2004-08-16,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4169.0,2004-08-16,Anastasia,Myskina,19810708.0,RUS
Davenport,4,4044.0,2004-08-16,Lindsay,Davenport,19760608.0,USA
Clijsters,5,3565.0,2004-08-16,Kim,Clijsters,19830608.0,BEL
Dementieva,6,2944.0,2004-08-16,Elena,Dementieva,19811015.0,RUS
Capriati,7,2689.0,2004-08-16,Jennifer,Capriati,19760329.0,USA
Sharapova,8,2462.0,2004-08-16,Maria,Sharapova,19870419.0,RUS
Zvonareva,9,2031.0,2004-08-16,Vera,Zvonareva,19840907.0,RUS
Kuznetsova,10,2003.0,2004-08-16,Svetlana,Kuznetsova,19850627.0,RUS
Henin,1,4950.0,2004-08-23,Justine,Henin,19820601.0,BEL
Mauresmo,2,4491.0,2004-08-23,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4247.0,2004-08-23,Anastasia,Myskina,19810708.0,RUS
Davenport,4,4009.0,2004-08-23,Lindsay,Davenport,19760608.0,USA
Clijsters,5,3565.0,2004-08-23,Kim,Clijsters,19830608.0,BEL
Dementieva,6,2791.0,2004-08-23,Elena,Dementieva,19811015.0,RUS
Sharapova,7,2462.0,2004-08-23,Maria,Sharapova,19870419.0,RUS
Capriati,8,2350.0,2004-08-23,Jennifer,Capriati,19760329.0,USA
Kuznetsova,9,2090.0,2004-08-23,Svetlana,Kuznetsova,19850627.0,RUS
Zvonareva,10,2090.0,2004-08-23,Vera,Zvonareva,19840907.0,RUS
Henin,1,4950.0,2004-08-30,Justine,Henin,19820601.0,BEL
Mauresmo,2,4491.0,2004-08-30,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4247.0,2004-08-30,Anastasia,Myskina,19810708.0,RUS
Davenport,4,4009.0,2004-08-30,Lindsay,Davenport,19760608.0,USA
Clijsters,5,3565.0,2004-08-30,Kim,Clijsters,19830608.0,BEL
Dementieva,6,2896.0,2004-08-30,Elena,Dementieva,19811015.0,RUS
Sharapova,7,2462.0,2004-08-30,Maria,Sharapova,19870419.0,RUS
Capriati,8,2414.0,2004-08-30,Jennifer,Capriati,19760329.0,USA
Kuznetsova,9,2090.0,2004-08-30,Svetlana,Kuznetsova,19850627.0,RUS
Zvonareva,10,2090.0,2004-08-30,Vera,Zvonareva,19840907.0,RUS
Henin,1,4950.0,2004-09-06,Justine,Henin,19820601.0,BEL
Mauresmo,2,4491.0,2004-09-06,Amelie,Mauresmo,19790705.0,FRA
Myskina,3,4247.0,2004-09-06,Anastasia,Myskina,19810708.0,RUS
Davenport,4,4009.0,2004-09-06,Lindsay,Davenport,19760608.0,USA
Clijsters,5,3565.0,2004-09-06,Kim,Clijsters,19830608.0,BEL
Dementieva,6,2896.0,2004-09-06,Elena,Dementieva,19811015.0,RUS
Sharapova,7,2462.0,2004-09-06,Maria,Sharapova,19870419.0,RUS
Capriati,8,2414.0,2004-09-06,Jennifer,Capriati,19760329.0,USA
Kuznetsova,9,2090.0,2004-09-06,Svetlana,Kuznetsova,19850627.0,RUS
Zvonareva,10,2090.0,2004-09-06,Vera,Zvonareva,19840907.0,RUS
Mauresmo,1,4527.0,2004-09-13,Amelie,Mauresmo,19790705.0,FRA
Myskina,2,4155.0,2004-09-13,Anastasia,Myskina,19810708.0,RUS
Davenport,3,4057.0,2004-09-13,Lindsay,Davenport,19760608.0,USA
Henin,4,4004.0,2004-09-13,Justine,Henin,19820601.0,BEL
Dementieva,5,3368.0,2004-09-13,Elena,Dementieva,19811015.0,RUS
Kuznetsova,6,3014.0,2004-09-13,Svetlana,Kuznetsova,19850627.0,RUS
Clijsters,7,2815.0,2004-09-13,Kim,Clijsters,19830608.0,BEL
Capriati,8,2598.0,2004-09-13,Jennifer,Capriati,19760329.0,USA
Sharapova,9,2570.0,2004-09-13,Maria,Sharapova,19870419.0,RUS
S. Williams,10,2273.0,2004-09-13,Serena,Williams,19810926.0,USA
Mauresmo,1,4527.0,2004-09-20,Amelie,Mauresmo,19790705.0,FRA
